film_title,release_year,imdb_rating,vote_count,duration_min,genre,is_top_100
Mirch,2010,6.6,792.0,105.0,Comedy|Drama|Fantasy,0
Mirzya (film),2016,4.6,1581.0,129.0,Action|Adventure|Drama,0
Miss Tanakpur Haazir Ho,2015,5.4,300.0,154.0,Comedy|Crime|Family,0
Missing (2018 film),2018,5.7,1642.0,120.0,Drama|Mystery|Thriller,0
Mission Istaanbul,2008,3.4,980.0,130.0,Action|Adventure|Drama,0
Mission Mangal,2019,6.5,7165.0,130.0,Drama|History,0
Mitr My Friend,2002,6.8,240.0,104.0,Drama,0
Mitron,2018,6.9,1820.0,119.0,Comedy,0
Mittal v/s Mittal,2010,4.8,9.0,130.0,Drama,0
Mitti (2001 film),2001,6.0,20.0,155.0,Action|Crime|Thriller,0
Modern Times,1936,8.5,1213.5,130.0,Comedy|Drama|Romance,1
Moh Maya Money,2016,5.7,344.0,108.0,Crime|Drama|Thriller,0
Mohalla Assi,2015,6.9,1369.0,150.0,Comedy|Drama,0
Mohenjo Daro (film),2016,5.7,9764.0,155.0,Action|Adventure|Drama,0
Moksha (2001 film),2001,6.3,356.0,150.0,Drama|Thriller,0
Mom (film),2017,7.3,7355.0,146.0,Crime|Drama|Thriller,0
Money Hai Toh Honey Hai,2008,2.8,515.0,138.0,Comedy|Drama,0
Monica (film),2011,5.6,68.0,124.0,Biography|Drama|Thriller,0
Monsoon Shootout,2013,6.5,801.0,92.0,Action|Crime|Drama,0
Morning Raga,2004,6.9,290.0,110.0,Drama|Music,0
Mortal Kombat: Annihilation,1997,3.6,57000.0,95.0,Action|Adventure|Fantasy,0
Motichoor Chaknachoor,2019,5.8,2400.0,150.0,Comedy|Romance,0
Motu Patlu: King of Kings,2016,7.5,94.0,110.0,Adventure|Comedy,0
Mr Prime Minister,2005,5.1,53.0,130.0,Comedy,0
Mr. Bhatti on Chutti,2012,4.0,80.0,130.0,Comedy,0
Mr. Singh Mrs. Mehta,2010,4.2,175.0,118.0,Drama,0
Mr. X (2015 film),2015,3.7,1554.0,133.0,Action|Crime|Sci-Fi,0
Mubarakan,2017,5.6,3109.0,156.0,Comedy|Romance,0
Mujhe Kucch Kehna Hai,2001,5.1,1013.0,135.0,Drama|Romance,0
Mujhe Meri Biwi Se Bachaao,2001,4.3,85.0,130.0,Comedy|Crime|Family,0
Mujhse Dosti Karoge!,2002,5.0,4604.0,149.0,Drama|Family|Musical,0
Mujhse Fraaandship Karoge,2011,6.9,3708.0,106.0,Comedy|Romance,0
Mujhse Shaadi Karogi,2004,6.7,12411.0,163.0,Comedy|Drama|Musical,0
Mukhbiir,2008,6.9,358.0,132.0,Crime|Drama|Mystery,0
Mukkabaaz,2017,8.1,5434.0,154.0,Action|Drama|Sport,0
Mulk (film),2018,6.7,12123.0,140.0,Drama,0
Mumbai 125 KM,2014,2.7,169.0,100.0,Drama|Horror|Mystery,0
Mumbai Can Dance Saala,2015,2.7,18.0,135.0,Drama,0
Mumbai Delhi Mumbai,2014,5.8,299.0,120.0,Comedy|Romance,0
Mumbai Mast Kallander,2011,5.8,6.0,130.0,Action|Comedy|Crime,0
Mumbai Matinee,2003,5.2,228.0,125.0,Comedy|Romance,0
Mumbai Meri Jaan,2008,7.7,5305.0,134.0,Drama,0
Mumbai Salsa,2007,5.0,176.0,130.0,Comedy|Drama,0
Mumbai Se Aaya Mera Dost,2003,3.3,504.0,146.0,Action|Comedy|Drama,0
Mumbhai Connection,2011,5.4,22.0,90.0,Comedy|Crime|Thriller,0
Mummy Punjabi,2011,5.5,31.0,121.0,Comedy|Drama,0
Munna Bhai M.B.B.S.,2003,8.1,67148.0,156.0,Comedy|Drama|Musical,0
Munna Michael,2017,3.4,2396.0,140.0,Action|Drama|Music,0
Murari the Mad Gentleman,2016,5.8,6.0,130.0,Comedy|Drama,0
Murder (2004 film),2004,5.4,3402.0,130.0,Drama|Thriller,0
Murder 2,2011,6.2,5899.0,127.0,Action|Drama|Horror,0
Murder 3,2013,4.9,2182.0,124.0,Drama|Mystery|Thriller,0
Musafir (2004 film),2004,5.5,1600.0,151.0,Action|Crime|Drama,0
Muskaan,2004,4.4,172.0,127.0,Romance,0
My Birthday Song,2018,5.5,215.0,95.0,Thriller,0
My Bollywood Bride,2006,4.7,601.0,95.0,Comedy|Drama|Romance,0
My Brother…Nikhil,2005,7.3,1083.0,120.0,Drama|Sport,0
My Friend Pinto,2011,5.3,334.0,100.0,Comedy|Crime|Drama,0
My Name Is Khan,2010,8.0,92755.0,165.0,Drama,0
My Wife's Murder,2005,6.2,834.0,103.0,Drama|Mystery|Thriller,0
NH-8 Road to Nidhivan,2015,3.0,31.0,95.0,Horror,0
NH10 (film),2015,7.2,11378.0,115.0,Action|Crime|Drama,0
Na Ghar Ke Na Ghaat Ke,2010,6.2,258.0,130.0,Comedy|Drama,0
Na Tum Jaano Na Hum,2002,5.0,2553.0,158.0,Comedy|Drama|Musical,0
Naach (2004 film),2004,4.2,543.0,150.0,Drama|Musical|Romance,0
Naam Shabana,2017,6.3,4791.0,147.0,Action|Thriller,0
Naina (2005 film),2005,4.3,724.0,104.0,Drama|Horror|Mystery,0
Naksha,2006,3.1,916.0,128.0,Action|Adventure|Fantasy,0
Namaste England,2018,1.7,2237.0,141.0,Comedy|Drama|Romance,0
Namastey London,2007,7.1,19769.0,128.0,Comedy|Drama|Romance,0
Nanhe Jaisalmer,2007,6.0,364.0,108.0,Comedy|Drama|Family,0
Nanu Ki Jaanu,2018,6.2,853.0,133.0,Comedy|Drama|Horror,0
Naqaab,2007,5.3,1241.0,115.0,Crime|Drama|Romance,0
Nasha (film),2013,3.2,1098.0,122.0,Drama|Thriller,0
Naughty @ 40,2011,2.5,268.0,108.0,Comedy|Drama,0
Nautanki Saala!,2013,5.8,3891.0,119.0,Comedy,0
Nawabzaade,2018,4.7,748.0,112.0,Comedy|Romance,0
Nayak (2001 Hindi film),2001,7.8,12522.0,187.0,Action|Drama|Thriller,0
Nayee Padosan,2003,5.4,338.0,136.0,Comedy,0
Neal 'n' Nikki,2005,3.2,1371.0,122.0,Comedy|Musical|Romance,0
Neerja,2016,7.7,19046.0,122.0,Biography|Drama|Thriller,0
Nehlle Pe Dehlla,2007,3.8,435.0,125.0,Action|Comedy|Crime,0
Netaji Subhas Chandra Bose: The Forgotten Hero,2005,7.5,913.0,208.0,Biography|Drama|History,0
New York (2009 film),2009,6.8,9656.0,153.0,Crime|Drama|Thriller,0
Newton (film),2017,7.7,13697.0,106.0,Drama,0
Nil Battey Sannata,2015,8.4,4530.0,100.0,Drama|Family,0
Nirdosh,2018,3.8,108.0,110.0,Drama|Mystery|Thriller,0
Nishabd,2007,5.4,1494.0,110.0,Drama,0
Nishad (2002 film),2002,5.7,6.0,118.0,Drama,0
No Entry,2005,6.6,9807.0,158.0,Comedy|Drama|Musical,0
No One Killed Jessica,2011,7.2,10164.0,136.0,Biography|Crime|Drama,0
No Problem (2010 film),2010,4.2,1961.0,139.0,Action|Comedy|Crime,0
No Smoking (2007 film),2007,7.2,5817.0,128.0,Drama|Mystery|Thriller,0
Noor (film),2017,4.0,1287.0,117.0,Comedy|Drama,0
Not a Love Story (2011 film),2011,5.0,666.0,100.0,Crime|Drama|Thriller,0
Notebook (2019 film),2019,6.8,1335.0,115.0,Drama|Romance,0
Nothing but Life,2004,7.4,25.0,120.0,Comedy|Drama,0
O Teri,2014,3.4,527.0,107.0,Comedy|Drama,0
OMG – Oh My God!,2012,8.2,46072.0,125.0,Comedy|Drama|Fantasy,0
October (2018 film),2018,7.5,11125.0,115.0,Drama|Romance,0
Officer (2001 film),2001,5.3,97.0,130.0,Action|Crime|Drama,0
Oh My God (2008 film),2008,5.4,250.0,105.0,Comedy|Drama,0
Ok Jaanu,2017,5.1,3350.0,135.0,Drama|Romance,0
Oldboy,2003,8.4,1213.5,130.0,Action|Drama|Mystery,1
Om (2003 film),2003,4.0,29.0,130.0,Action|Romance,0
Om Jai Jagadish,2002,5.5,1713.0,172.0,Drama|Musical,0
Om Shanti Om,2007,6.7,35974.0,162.0,Action|Comedy|Drama,0
Omerta (film),2017,7.0,660.0,98.0,Action|Biography|Crime,0
Omkara (2006 film),2006,8.1,17594.0,155.0,Action|Crime|Drama,0
Once Upon a Time in America,1984,8.3,1213.5,130.0,Crime|Drama,1
Once Upon a Time in Mumbaai,2010,7.4,15169.0,134.0,Action|Crime|Drama,0
Once Upon a Time in the West,1968,8.5,1213.5,130.0,Western,1
Once Upon ay Time in Mumbai Dobaara!,2013,4.6,6211.0,160.0,Action|Crime|Drama,0
One 2 Ka 4,2001,5.4,4484.0,169.0,Action|Comedy|Crime,0
One Day: Justice Delivered,2019,6.8,590.0,124.0,Action|Crime|Thriller,0
One Flew Over the Cuckoo's Nest,1975,8.6,1213.5,130.0,Drama,1
One Two Three,2008,5.2,2226.0,135.0,Comedy|Crime,0
One by Two (2014 film),2014,4.1,688.0,139.0,Comedy|Drama|Romance,0
Oppenheimer,2023,8.6,1213.5,130.0,Biography|Drama|History,1
Out of Control (2003 film),2003,3.3,213.0,124.0,Comedy|Drama|Romance,0
Oye Lucky! Lucky Oye!,2008,7.7,15014.0,125.0,Comedy|Crime|Drama,0
P Se PM Tak,2015,3.9,67.0,123.0,Comedy|Drama,0
P Se Pyaar F Se Faraar,2019,7.8,777.0,131.0,Crime|Drama|Romance,0
PK (film),2014,8.1,143605.0,153.0,Comedy|Drama|Fantasy,0
PM Narendra Modi,2019,3.3,4484.0,136.0,Biography|Drama,0
Paa (film),2009,7.2,10796.0,133.0,Comedy|Drama,0
Paagalpan,2001,6.6,39.0,146.0,Romance,0
Paan Singh Tomar (film),2012,8.2,29994.0,135.0,Action|Biography|Crime,0
Paanch Ghantey Mien Paanch Crore,2012,5.2,59.0,111.0,Thriller,0
Paap,2003,5.2,730.0,120.0,Drama|Romance|Thriller,0
Paathshaala,2010,4.9,1413.0,122.0,Drama|Family,0
Padmaavat,2018,7.0,24550.0,164.0,Drama|History|Romance,0
Padmashree Laloo Prasad Yadav,2005,2.5,168.0,130.0,Comedy,0
Pagalpanti (2019 film),2019,3.1,2100.0,149.0,Action|Comedy,0
Page 3 (film),2005,7.3,6474.0,139.0,Drama,0
Paheli,2005,6.5,11820.0,140.0,Drama|Fantasy|Romance,0
Paisa Vasool,2004,4.1,122.0,139.0,Comedy,0
Pal Pal Dil Ke Paas,2019,4.6,562.0,154.0,Action|Drama|Romance,0
Paltan (film),2018,5.2,729.0,150.0,Action|Drama|History,0
Panchlait,2017,8.0,45.0,130.0,Drama,0
Pankh,2010,3.9,113.0,98.0,Drama,0
Paranthe Wali Gali,2014,5.1,83.0,101.0,Drama|Romance,0
Parasite,2019,8.5,1213.5,130.0,Drama|Thriller,1
Parched,2015,7.6,4287.0,116.0,Drama,0
Parineeta (2005 film),2005,7.2,8447.0,130.0,Drama|Musical|Romance,0
Parmanu: The Story of Pokhran,2018,7.7,18292.0,129.0,Action|Drama|History,0
Partner (2007 film),2007,5.7,10305.0,155.0,Comedy|Drama|Romance,0
Parwana (2003 film),2003,2.1,244.0,112.0,Action|Drama|Romance,0
Pataakha,2018,7.2,2931.0,134.0,Action|Comedy|Drama,0
Patel Ki Punjabi Shaadi,2017,3.9,276.0,120.0,Comedy,0
Paths of Glory,1957,8.4,1213.5,130.0,Drama|War,1
Pati Patni Aur Woh (2019 film),2019,5.7,6100.0,126.0,Comedy|Romance,0
Patiala House (film),2011,5.6,8301.0,140.0,Drama|Sport,0
Paying Guests,2009,4.2,471.0,109.0,Comedy|Drama,0
Peepli Live,2010,7.4,11141.0,95.0,Comedy|Drama,0
Pehchaan: The Face of Truth,2005,5.8,58.0,173.0,Drama,0
Phamous,2018,3.7,207.0,115.0,Comedy|Crime|Drama,0
Phantom (2015 film),2015,5.8,7913.0,136.0,Action|Drama|Thriller,0
Phas Gaye Re Obama,2010,7.5,4660.0,108.0,Comedy|Crime|Drama,0
Phata Poster Nikhla Hero,2013,4.8,3965.0,146.0,Action|Comedy,0
Phhir,2011,5.3,166.0,100.0,Drama|Mystery|Romance,0
Phillauri (film),2017,6.1,3179.0,138.0,Comedy|Drama|Fantasy,0
Phir Hera Pheri,2006,6.7,13821.0,153.0,Comedy|Crime,0
Phir Kabhi,2008,6.9,70.0,130.0,Drama|Romance,0
Phir Milenge,2004,6.1,1590.0,142.0,Drama,0
Phobia (2016 film),2016,6.9,2402.0,112.0,Drama|Mystery|Thriller,0
Phoonk 2,2010,3.2,459.0,110.0,Drama|Horror|Mystery,0
Photograph (film),2019,6.9,2391.0,110.0,Drama|Romance,0
Pihu,2018,6.7,1582.0,91.0,Drama|Thriller,0
Piku,2015,7.6,25692.0,123.0,Comedy|Drama,0
Pinjar (film),2003,8.0,2374.0,188.0,Drama,0
Pink (2016 film),2016,8.2,33902.0,136.0,Drama|Thriller,0
Piranha 3DD,2012,3.8,45000.0,83.0,Comedy|Horror|Sci-Fi,0
Pitaah,2002,6.4,647.0,126.0,Action|Drama,0
Pizza (2014 film),2014,6.2,866.0,107.0,Horror,0
Plan (film),2004,4.2,779.0,149.0,Action|Crime|Thriller,0
Players (2012 film),2012,4.1,3621.0,163.0,Action|Crime|Thriller,0
Pledge This!,2006,1.7,19000.0,91.0,Comedy,0
Police Academy: Mission to Moscow,1994,3.5,36000.0,83.0,Comedy|Crime,0
Police Force: An Inside Story,2004,4.6,697.0,138.0,Action|Crime|Drama,0
Policegiri,2013,4.0,1263.0,141.0,Action|Comedy,0
Popcorn Khao! Mast Ho Jao,2004,4.0,79.0,130.0,Comedy|Drama|Romance,0
Poster Boys,2017,5.5,1272.0,128.0,Comedy,0
Praan Jaye Par Shaan Na Jaye,2003,6.3,297.0,137.0,Drama,0
Prague (2013 film),2013,5.9,313.0,109.0,Mystery|Romance|Thriller,0
Pranaam,2019,7.0,43.0,130.0,Action|Crime|Drama,0
Prassthanam,2019,6.0,272.0,141.0,Action|Drama,0
Prem Kaa Game,2010,3.5,194.0,130.0,Comedy|Drama,0
Prem Ratan Dhan Payo,2015,4.6,16087.0,164.0,Action|Drama|Musical,0
Prince (2010 film),2010,4.2,1753.0,138.0,Action|Sci-Fi|Thriller,0
Princess Mononoke,1997,8.3,1213.5,130.0,Animation|Action|Adventure,1
Psycho,1960,8.5,1213.5,130.0,Horror|Mystery|Thriller,1
Pulp Fiction,1994,8.9,1213.5,130.0,Crime|Drama,1
Purani Jeans,2014,6.2,683.0,137.0,Drama,0
Pyaar Diwana Hota Hai,2002,3.9,284.0,148.0,Drama|Romance,0
Pyaar Impossible!,2010,4.6,2836.0,140.0,Comedy|Romance,0
Pyaar Ishq Aur Mohabbat,2001,4.0,528.0,130.0,Drama|Musical|Romance,0
Pyaar Ka Punchnama,2011,7.7,18369.0,149.0,Comedy|Drama|Romance,0
Pyaar Ka Punchnama 2,2015,7.3,13059.0,137.0,Comedy|Drama|Romance,0
Pyaar Ke Side Effects,2006,6.7,2850.0,132.0,Comedy|Drama|Romance,0
Pyaar Mein Twist,2005,5.9,157.0,123.0,Comedy|Drama|Musical,0
Pyaar Tune Kya Kiya,2001,5.7,719.0,123.0,Romance|Thriller,0
Pyaar Zindagi Hai,2001,6.6,39.0,157.0,Drama|Romance|Thriller,0
Pyaasa (2002 film),2002,3.5,87.0,137.0,Drama,0
Pyare Mohan,2006,3.2,745.0,130.0,Action|Comedy|Crime,0
Qaidi Band,2017,5.7,257.0,119.0,Drama|Music,0
Qarib Qarib Singlle,2017,7.0,4707.0,125.0,Comedy|Romance,0
Qayamat: City Under Threat,2003,4.7,1978.0,156.0,Action|Drama|Romance,0
Qissa (film),2013,6.6,737.0,109.0,Drama|Fantasy,0
Queen (2014 film),2013,8.2,56406.0,146.0,Comedy|Drama,0
Quick Gun Murugun,2009,5.9,757.0,97.0,Action|Comedy|Drama,0
Ra.One,2011,4.6,36221.0,156.0,Action|Adventure|Sci-Fi,0
Raabta (film),2017,4.1,2667.0,147.0,Action|Adventure|Drama,0
Raag Desh (film),2017,8.3,341.0,135.0,Action|Drama|History,0
Raanjhanaa,2013,7.6,27434.0,140.0,Drama|Romance,0
Raat Gayi Baat Gayi?,2009,6.3,504.0,130.0,Comedy|Drama,0
Raavan,2010,5.4,3897.0,130.0,Action|Adventure|Drama,0
Raaz (2002 film),2002,6.5,2478.0,151.0,Drama|Horror|Musical,0
Raaz: Reboot,2016,4.5,1543.0,128.0,Horror|Mystery|Romance,0
Raaz: The Mystery Continues,2009,5.6,2976.0,151.0,Horror|Mystery|Romance,0
Raazi,2018,7.8,20289.0,138.0,Action|Drama|Thriller,0
Rab Ne Bana Di Jodi,2008,7.1,40973.0,167.0,Comedy|Drama|Music,0
Race (2008 film),2008,6.6,11830.0,149.0,Action|Crime|Drama,0
Race 2,2013,5.3,14300.0,150.0,Action|Crime|Thriller,0
Race 3,2018,2.0,30038.0,160.0,Action|Thriller,0
Radhe,2021,1.9,179000.0,109.0,Action|Crime|Thriller,0
Raees (film),2017,6.8,37609.0,143.0,Action|Crime|Drama,0
Raghu Romeo,2003,6.9,592.0,100.0,Comedy,0
Ragini MMS,2011,4.9,2296.0,93.0,Drama|Horror|Mystery,0
Ragini MMS 2,2014,3.8,2521.0,119.0,Horror,0
Rahasya,2015,7.6,3950.0,123.0,Mystery|Thriller,0
Rahul (film),2001,5.5,219.0,151.0,Drama,0
Raid (2018 film),2018,7.4,13159.0,122.0,Action|Crime|Drama,0
Raincoat (film),2004,7.6,3629.0,117.0,Drama|Romance,0
Raja Bhaiya (film),2003,3.8,181.0,130.0,Comedy|Drama,0
Raja Natwarlal,2014,6.1,3666.0,141.0,Crime|Thriller,0
Rajjo,2013,2.8,283.0,123.0,Drama|Romance,0
Rajma Chawal,2018,5.7,1369.0,117.0,Comedy|Drama|Family,0
Rakht,2004,3.7,554.0,162.0,Horror|Thriller,0
Rakhtbeej,2012,3.1,9.0,120.0,Thriller,0
Ramaa: The Saviour,2010,3.4,132.0,120.0,Action|Adventure|Drama,0
Ramaiya Vastavaiya,2013,5.6,3118.0,148.0,Action|Drama|Romance,0
Raman Raghav 2.0,2016,7.3,11202.0,133.0,Crime|Drama|Thriller,0
Ramayana: The Epic,2010,5.9,361.0,98.0,Adventure|Animation|Family,0
Ramji Londonwaley,2005,6.7,872.0,154.0,Comedy|Drama|Family,0
Ramprasad Ki Tehrvi,2019,7.6,3400.0,115.0,Comedy|Drama,0
Ranbanka,2015,3.7,118.0,98.0,Action,0
Ranchi Diaries,2017,7.4,69.0,93.0,Thriller,0
Rang De Basanti,2006,8.2,103071.0,167.0,Comedy|Drama,0
Rang Rasiya,2008,7.1,1699.0,132.0,Biography|Drama|Romance,0
Rangoon (2017 Hindi film),2017,5.7,3393.0,170.0,Action|Drama|History,0
Rangrezz,2013,5.1,387.0,144.0,Action|Drama,0
Rann (film),2010,6.9,2200.0,137.0,Drama|Mystery|Thriller,0
Raqeeb,2007,4.2,263.0,124.0,Crime|Drama|Mystery,0
Rascals (2011 film),2011,2.9,2377.0,128.0,Action|Comedy|Crime,0
Rear Window,1954,8.5,1213.5,130.0,Mystery|Thriller,1
Rebellious Flower,2016,6.8,230.0,109.0,Biography|Drama,0
Red Alert: The War Within,2009,6.4,318.0,120.0,Action|Drama|Thriller,0
Red Swastik,2007,2.9,209.0,131.0,Crime|Drama|Thriller,0
Red: The Dark Side,2007,3.3,284.0,148.0,Drama|Romance|Thriller,0
Rehnaa Hai Terre Dil Mein,2001,7.5,6232.0,160.0,Musical|Romance,0
Requiem for a Dream,2000,8.3,1213.5,130.0,Drama,1
Reservoir Dogs,1992,8.3,1213.5,130.0,Crime|Thriller,1
Revati (film),2005,5.2,33.0,145.0,Drama,0
Revolver Rani,2014,4.6,1483.0,132.0,Action|Comedy|Crime,0
Ribbon (film),2017,6.9,444.0,106.0,Drama|Family,0
Right Here Right Now (film),2003,8.0,169.0,28.0,Comedy|Drama|Short,0
Right Yaaa Wrong,2010,6.4,799.0,135.0,Crime|Drama|Thriller,0
Rishtey (film),2002,4.6,800.0,164.0,Action|Drama,0
Risk (2007 film),2007,6.7,517.0,155.0,Action|Crime|Drama,0
Risknamaa,2019,6.7,11.0,123.0,Thriller,0
Riyasat (film),2014,6.5,39.0,80.0,Crime,0
Road (film),2002,5.6,1099.0,134.0,Thriller,0
Road to Sangam,2010,7.5,642.0,135.0,Drama|Thriller,0
Roadside Romeo,2008,5.2,1184.0,93.0,Adventure|Animation|Comedy,0
Roar: Tigers of the Sundarbans,2014,5.7,639.0,123.0,Action|Adventure|Sci-Fi,0
Rock On 2,2016,5.0,1768.0,143.0,Drama|Music,0
Rock On!!,2008,7.8,19565.0,145.0,Drama|Music,0
Rocket Singh: Salesman of the Year,2009,7.5,16941.0,150.0,Comedy|Drama,0
Rockstar (2011 film),2011,7.7,35757.0,159.0,Drama|Music|Musical,0
Rocky Handsome,2016,6.8,6582.0,119.0,Action|Thriller,0
Rog,2005,5.1,390.0,115.0,Mystery|Romance|Thriller,0
Rok Sako To Rok Lo,2004,4.4,1824.0,130.0,Adventure|Musical|Romance,0
Rokkk,2010,4.3,115.0,180.0,Drama|Horror|Mystery,0
Rollerball,2002,3.1,29000.0,98.0,Action|Sci-Fi|Sport,0
Rough Book,2016,7.3,146.0,100.0,Drama,0
Roy (film),2015,3.3,6789.0,146.0,Action|Drama|Mystery,0
Rudraksh (film),2004,2.6,1020.0,143.0,Action|Fantasy|Sci-Fi,0
Rukh (film),2017,6.4,383.0,106.0,Drama|Mystery,0
Rules: Pyaar Ka Superhit Formula,2003,6.5,292.0,130.0,Comedy|Romance,0
Run (2004 film),2004,4.8,1167.0,137.0,Action|Comedy|Drama,0
Running Shaadi,2017,6.7,2268.0,114.0,Comedy|Romance,0
Rush (2012 film),2012,3.7,793.0,110.0,Crime|Thriller,0
Rustom (film),2016,7.1,20764.0,148.0,Crime|Drama|Thriller,0
Saaho,2019,5.5,12049.0,170.0,Action|Thriller,0
Saand Ki Aankh,2019,8.9,1902.0,146.0,Biography|Drama,0
Saankal,2015,7.4,18.0,99.0,Drama,0
Saansein,2016,3.2,101.0,101.0,Horror|Romance,0
Saare Jahaan Se Mehnga,2013,7.1,883.0,120.0,Comedy|Drama,0
Saas Bahu Aur Sensex,2008,5.2,93.0,130.0,Comedy|Drama,0
Saat Uchakkey,2016,5.7,586.0,139.0,Comedy,0
Saathiya (film),2002,6.8,6263.0,138.0,Drama|Family|Romance,0
Saawan... The Love Season,2006,2.2,712.0,123.0,Drama|Fantasy|Romance,0
Saawariya,2007,5.3,6957.0,142.0,Drama|Musical|Romance,0
Saaya (2003 film),2003,5.8,823.0,135.0,Drama|Fantasy|Mystery,0
Sabki Bajegi Band,2015,5.3,35.0,108.0,Comedy|Drama,0
Sabse Bada Sukh,2018,6.1,13.0,130.0,Comedy|Drama,0
Sachin: A Billion Dreams,2017,8.6,7239.0,138.0,Documentary|Sport,0
Sacred Evil – A True Story,2006,6.0,22.0,109.0,Drama,0
Sadda Adda,2012,7.1,1251.0,130.0,Comedy|Drama|Romance,0
Sadiyaan,2010,4.6,67.0,200.0,Drama|Romance,0
Saheb Biwi Aur Gangster,2011,7.2,3709.0,118.0,Action|Crime|Drama,0
Saheb Biwi Aur Gangster 3,2018,4.3,631.0,140.0,Action|Crime|Drama,0
Saheb Biwi Aur Gangster Returns,2013,6.8,3540.0,142.0,Action|Crime|Drama,0
Sahi Dhandhe Galat Bande,2011,4.9,259.0,119.0,Action|Comedy|Drama,0
Salaam Namaste,2005,6.2,6230.0,158.0,Comedy|Drama|Romance,0
Salaam-e-Ishq: A Tribute to Love,2007,5.1,4943.0,216.0,Comedy|Drama|Musical,0
Sallu Ki Shaadi,2017,3.9,28.0,109.0,Romance,0
Samay: When Time Strikes,2003,6.9,1529.0,136.0,Crime|Mystery|Thriller,0
Samrat & Co.,2014,6.3,1013.0,125.0,Mystery|Thriller,0
Sanam Re,2016,3.1,2622.0,120.0,Drama|Romance,0
Sandwich (2006 film),2006,5.4,703.0,152.0,Comedy|Thriller,0
Sanju,2018,7.8,42718.0,155.0,Biography|Drama,0
Sankat City,2009,6.2,574.0,120.0,Comedy|Crime|Drama,0
Santa Banta Pvt Ltd,2016,2.9,193.0,112.0,Comedy|Crime|Drama,0
Santa Claus Conquers the Martians,1964,2.7,12000.0,81.0,Adventure|Comedy|Family,0
Sarbjit (film),2016,7.2,3778.0,131.0,Biography|Drama,0
Sarhad Paar,2006,4.2,100.0,117.0,Action|Drama|Romance,0
Sarkar (2005 film),2005,7.6,14694.0,124.0,Action|Crime|Drama,0
Sarkar 3,2017,4.9,1688.0,130.0,Action|Crime|Drama,0
Sarkar Raj,2008,6.8,6798.0,125.0,Crime|Drama,0
Satellite Shankar,2019,4.6,34.0,135.0,Action|Drama,0
Satrangee Parachute,2011,5.5,60.0,115.0,Comedy|Drama|Family,0
Satta (film),2003,6.9,499.0,153.0,Crime|Drama,0
Satya 2,2013,5.9,882.0,142.0,Action|Crime|Drama,0
Satyagraha (film),2013,5.9,4623.0,152.0,Drama,0
Satyameva Jayate (2018 film),2018,5.6,5446.0,140.0,Action|Thriller,0
Saving Private Ryan,1998,8.6,1213.5,130.0,Drama|War,1
Say Salaam India,2007,6.4,84.0,130.0,Drama|Sport,0
Scary Movie V,2013,3.5,76000.0,86.0,Comedy|Horror,0
Schindler's List,1993,9.0,1213.5,130.0,Biography|Drama|History,1
Se7en,1995,8.6,1213.5,130.0,Crime|Drama|Mystery,1
Second Hand Husband,2015,3.8,141.0,105.0,Comedy,0
Secret Superstar,2017,7.9,17698.0,150.0,Drama|Music,0
Section 375,2019,8.4,1841.0,124.0,Crime|Drama,0
Sehar,2005,7.8,1861.0,125.0,Action|Crime|Drama,0
Setters (film),2019,5.1,158.0,126.0,Thriller,0
Seven Samurai,1954,8.6,1213.5,130.0,Action|Drama,1
Shaadi Ka Laddoo,2004,5.2,90.0,130.0,Comedy,0
Shaadi Karke Phas Gaya Yaar,2006,4.0,936.0,152.0,Comedy|Drama|Romance,0
Shaadi Ke Side Effects,2014,5.6,3613.0,145.0,Comedy|Romance,0
Shaadi Mein Zaroor Aana,2017,7.6,10334.0,137.0,Drama|Family|Romance,0
Shaadi No. 1,2005,3.5,786.0,129.0,Comedy,0
Shaadi Se Pehle,2006,4.0,691.0,122.0,Comedy|Musical|Romance,0
Shaandaar,2015,3.6,4352.0,144.0,Comedy|Drama|Romance,0
Shaapit,2010,5.5,698.0,145.0,Adventure|Horror|Romance,0
Shab (film),2017,4.4,196.0,108.0,Drama|Romance,0
Shabd (film),2005,5.1,1262.0,140.0,Drama,0
Shabnam Mausi,2005,6.2,48.0,150.0,Drama,0
Shabri,2011,5.7,121.0,130.0,Action|Crime|Drama,0
Shagird (2011 film),2011,7.0,1648.0,143.0,Action|Crime|Drama,0
Shaheed-E-Azam,2002,6.8,13.0,173.0,Biography|Drama|History,0
Shahid (film),2012,8.3,13537.0,129.0,Biography|Crime|Drama,0
Shaitan (film),2011,7.2,7616.0,121.0,Action|Crime|Drama,0
Shakalaka Boom Boom,2007,2.4,525.0,129.0,Drama|Musical|Romance,0
Shakti: The Power,2002,6.0,4340.0,170.0,Action|Drama,0
Shamitabh,2015,6.8,6555.0,155.0,Drama,0
Shanghai (2012 film),2012,7.2,9143.0,120.0,Crime|Mystery|Thriller,0
Sharafat Gayi Tel Lene,2015,5.1,250.0,108.0,Comedy|Drama|Mystery,0
Shararat (2002 film),2002,4.6,420.0,155.0,Comedy|Drama|Family,0
Shart: The Challenge,2004,3.7,141.0,136.0,Drama|Romance,0
Sheen (film),2004,6.3,56.0,130.0,Action|Drama,0
Sheesha (2005 film),2005,3.5,238.0,130.0,Drama|Romance|Thriller,0
Shikhar (film),2005,4.9,990.0,162.0,Drama,0
