film_title,release_year,imdb_rating,vote_count,duration_min,genre,is_top_100
Creature 3D,2014,3.1,1160.0,134.0,Action|Horror|Sci-Fi,0
Crook (film),2010,5.0,1686.0,121.0,Action|Drama|Thriller,0
Crossroads,2002,3.6,42000.0,93.0,Comedy|Drama|Romance,0
D (film),2005,6.8,1126.0,107.0,Crime|Drama|Thriller,0
D-Day (2013 film),2013,7.2,8421.0,153.0,Action|Thriller,0
Daaka,2019,7.4,38.0,136.0,Action,0
Daas Dev,2018,5.1,205.0,140.0,Drama|Thriller,0
Daawat-e-Ishq,2014,6.1,5103.0,118.0,Comedy|Drama|Romance,0
Dabangg,2010,6.3,25794.0,126.0,Action|Comedy,0
Dabangg 2,2012,4.9,14077.0,120.0,Action|Comedy,0
Dabangg 3,2019,3.0,15000.0,160.0,Action,0
Daddy (2017 film),2017,6.3,1369.0,134.0,Action|Biography|Crime,0
Daddy Cool (2009 Hindi film),2009,3.9,331.0,130.0,Comedy|Drama,0
Daddy Day Camp,2007,3.2,18000.0,93.0,Comedy|Family,0
Damadamm!,2011,4.0,388.0,122.0,Comedy|Drama|Romance,0
Daman (film),2001,5.7,79.0,130.0,Drama,0
Dangal (film),2016,8.4,131338.0,161.0,Action|Biography|Drama,0
Dangerous Ishhq,2012,3.9,783.0,130.0,Fantasy|Mystery|Romance,0
Daniel the Wizard,2004,1.2,15000.0,81.0,Comedy|Crime|Fantasy,0
Darling (2007 Indian film),2007,3.8,544.0,128.0,Drama|Horror|Romance,0
Darna Mana Hai,2003,6.3,2734.0,121.0,Drama|Horror,0
Darna Zaroori Hai,2006,5.4,1705.0,108.0,Horror,0
Darr @ the Mall,2014,4.9,872.0,124.0,Horror|Thriller,0
Darwaaza Bandh Rakho,2006,5.3,312.0,106.0,Comedy|Crime|Drama,0
Dassehra,2018,3.8,253.0,131.0,Action|Thriller,0
Dasvidaniya,2008,7.8,5612.0,113.0,Comedy|Drama,0
Date Movie,2006,2.8,62000.0,83.0,Comedy|Romance,0
Dattak,2001,7.5,54.0,125.0,Drama,0
Days of Tafree,2016,7.4,221.0,155.0,Comedy,0
De Dana Dan,2009,5.3,6357.0,162.0,Comedy|Crime,0
De De Pyaar De,2019,6.6,5387.0,135.0,Comedy|Romance,0
De Taali,2008,4.0,748.0,140.0,Comedy|Drama|Romance,0
Deadline: Sirf 24 Ghante,2006,6.3,406.0,102.0,Crime|Thriller,0
Dear Dad (film),2016,6.5,277.0,95.0,Drama|Family,0
Dear Friend Hitler,2011,2.6,188.0,108.0,Drama|History|War,0
Dear Maya,2017,5.2,276.0,111.0,Drama|Romance,0
Dear Zindagi,2016,7.6,32790.0,151.0,Drama|Romance,0
Dedh Ishqiya,2014,7.1,6604.0,152.0,Comedy|Drama|Romance,0
Dee Saturday Night,2014,0.0,0.0,130.0,Drama,0
Deewaanapan,2001,4.6,378.0,153.0,Action|Romance,0
Deewaar (2004 film),2004,6.0,1272.0,163.0,Action|Drama|Thriller,0
Deewane Huye Paagal,2005,5.3,4107.0,158.0,Action|Comedy|Drama,0
Deewangee,2002,6.6,2281.0,169.0,Crime|Drama|Mystery,0
Dehraadun Diary,2013,5.9,44.0,130.0,Thriller,0
Dekh Tamasha Dekh,2014,6.2,273.0,110.0,Comedy,0
Delhi Belly (film),2011,7.5,25281.0,103.0,Action|Comedy|Crime,0
Delhi Safari,2012,5.7,1481.0,96.0,Animation|Comedy|Drama,0
Delhi-6,2009,6.0,6452.0,141.0,Comedy|Drama,0
Department (film),2012,3.2,902.0,141.0,Action|Crime|Thriller,0
Deshdrohi,2008,1.5,1682.0,140.0,Action|Thriller,0
Desi Boyz,2011,5.7,12089.0,122.0,Comedy|Drama,0
Desi Kattey,2014,4.2,111.0,139.0,Action,0
Detective Byomkesh Bakshy!,2015,7.6,14674.0,139.0,Action|Mystery|Thriller,0
Dev (2004 film),2004,6.9,1242.0,172.0,Drama,0
Devaki (2005 film),2005,4.3,30.0,87.0,Drama,0
Devdas (2002 Hindi film),2002,7.6,35705.0,185.0,Drama|Musical|Romance,0
Devi (2016 film),2016,5.4,658.0,138.0,Comedy|Horror,0
Dhadak,2018,4.5,8363.0,138.0,Comedy|Drama|Romance,0
Dhamaal,2007,7.2,11567.0,136.0,Action|Adventure|Comedy,0
Dhanak,2015,8.0,3114.0,106.0,Drama,0
Dharam Sankat Mein,2015,6.2,1822.0,129.0,Comedy,0
Dharm (film),2007,8.0,912.0,105.0,Drama|History,0
Dharti Kahe Pukar Ke (2006 film),2006,6.3,7.0,130.0,Action,0
Dhobi Ghat (film),2010,7.0,11792.0,100.0,Drama,0
Dhokha,2007,6.3,405.0,117.0,Action|Drama|Romance,0
Dhol (film),2007,6.2,4203.0,145.0,Comedy|Crime|Mystery,0
Dhoom,2004,6.7,16754.0,129.0,Action|Crime|Thriller,0
Dhoom 2,2006,6.5,21960.0,152.0,Action|Crime|Thriller,0
Dhoom 3,2013,5.4,41052.0,172.0,Action|Thriller,0
Dhoondte Reh Jaaoge,2009,5.6,613.0,131.0,Comedy|Drama,0
Dhoop,2003,7.2,218.0,126.0,Drama,0
Dhund (2003 film),2003,2.3,232.0,153.0,Adventure|Horror|Mystery,0
Dil Bechara,2019,6.6,117000.0,101.0,Drama|Romance,0
Dil Bechara Pyaar Ka Maara,2004,4.0,27.0,130.0,Comedy|Romance,0
Dil Bole Hadippa!,2009,4.5,3528.0,148.0,Comedy|Drama|Sport,0
Dil Chahta Hai,2001,8.1,62313.0,183.0,Comedy|Drama|Romance,0
Dil Dhadakne Do,2015,6.8,13084.0,170.0,Comedy|Drama|Romance,0
Dil Diya Hai,2006,3.4,429.0,121.0,Drama|Romance|Thriller,0
Dil Dosti Etc,2007,7.0,2623.0,112.0,Comedy|Crime|Drama,0
Dil Hai Tumhaara,2002,5.3,1499.0,185.0,Drama|Romance,0
Dil Jo Bhi Kahey...,2005,4.8,306.0,144.0,Drama|Romance,0
Dil Jo Na Keh Saka,2017,7.0,77.0,130.0,Romance,0
Dil Juunglee,2018,4.0,289.0,124.0,Comedy|Romance,0
Dil Ka Rishta,2003,4.7,1474.0,150.0,Drama|Musical|Romance,0
Dil Kabaddi,2008,5.8,615.0,120.0,Comedy|Drama,0
Dil Maange More,2004,5.1,1663.0,123.0,Family|Musical|Romance,0
Dil Ne Jise Apna Kahaa,2004,4.4,1356.0,135.0,Romance,0
Dil Ne Phir Yaad Kiya (2001 film),2001,4.1,92.0,130.0,Drama|Musical|Romance,0
Dil Pardesi Ho Gayaa,2003,4.8,76.0,150.0,Drama|Romance,0
Dil Toh Baccha Hai Ji,2011,5.7,3387.0,143.0,Comedy|Drama|Romance,0
Dil Toh Deewana Hai,2016,7.1,16.0,135.0,Drama|Romance,0
Dil Vil Pyar Vyar,2002,5.2,423.0,150.0,Drama|Musical|Romance,0
Dilliwali Zaalim Girlfriend,2015,3.8,163.0,121.0,Comedy|Drama,0
Dilwale (2015 film),2015,5.2,29502.0,158.0,Action|Comedy|Romance,0
Direct Ishq,2016,4.0,62.0,130.0,Action|Comedy|Romance,0
Dirty Politics (film),2015,2.6,534.0,130.0,Drama,0
Disaster Movie,2008,1.9,94000.0,87.0,Comedy|Sci-Fi,0
Dishkiyaoon,2014,5.2,918.0,119.0,Action|Thriller,0
Dishoom,2016,5.1,5976.0,124.0,Action|Adventure|Comedy,0
Django Unchained,2012,8.5,1213.5,130.0,Drama|Western,1
Do Dooni Chaar,2010,7.6,4556.0,112.0,Comedy|Drama,0
Do Lafzon Ki Kahani (film),2016,6.4,1201.0,128.0,Action|Drama|Romance,0
Dobaara: See Your Evil,2017,3.9,291.0,106.0,Horror|Mystery,0
Dobara,2004,3.1,120.0,135.0,Drama|Musical,0
Dolly Ki Doli,2015,4.6,2543.0,98.0,Comedy|Romance,0
Don (2006 Hindi film),2006,7.2,32312.0,171.0,Action|Crime|Thriller,0
Don 2,2011,7.1,47109.0,148.0,Action|Crime|Thriller,0
Don Muthu Swami,2008,4.9,53.0,112.0,Comedy|Drama,0
Don't Stop Dreaming,2007,4.5,62.0,104.0,Comedy|Drama,0
Dongari Ka Raja,2016,4.0,135.0,139.0,Action|Drama|Romance,0
Dor (film),2006,8.0,5255.0,147.0,Drama,0
Dostana (2008 film),2008,6.5,12910.0,145.0,Comedy|Drama|Romance,0
Dosti: Friends Forever,2005,5.5,2286.0,136.0,Drama|Romance,0
Double Cross (2005 film),2005,4.1,41.0,104.0,Comedy,0
Double Dhamaal,2011,3.8,3105.0,138.0,Comedy|Crime|Drama,0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,8.4,1213.5,130.0,Comedy|War,1
Dragon Wars: D-War,2007,3.5,25000.0,107.0,Action|Drama|Fantasy,0
Dragonball Evolution,2009,2.5,78000.0,85.0,Action|Adventure|Fantasy,0
Dream Girl (2019 film),2019,7.5,4077.0,132.0,Comedy|Romance,0
Dreams (2006 film),2006,6.8,184.0,110.0,Drama,0
Drishyam (2015 film),2015,8.2,58340.0,163.0,Crime|Drama|Mystery,0
Drona (2008 film),2008,2.0,2269.0,138.0,Action|Adventure|Fantasy,0
Dude Where's the Party?,2003,4.9,990.0,110.0,Comedy,0
Dulha Mil Gaya,2010,4.2,2314.0,152.0,Comedy|Drama|Romance,0
Dum (2003 Hindi film),2003,5.6,1470.0,166.0,Action|Crime|Drama,0
Dum Laga Ke Haisha,2015,7.5,15706.0,110.0,Comedy|Drama|Romance,0
Dum Maaro Dum (film),2011,6.2,3653.0,128.0,Action|Crime|Drama,0
Dumb and Dumberer: When Harry Met Lloyd,2003,3.4,42000.0,85.0,Comedy,0
Dungeons & Dragons,2000,3.6,36000.0,107.0,Action|Adventure|Fantasy,0
Dunno Y... Na Jaane Kyon,2010,3.7,137.0,137.0,Drama|Romance,0
Dus,2005,5.5,2873.0,152.0,Action|Crime|Drama,0
Dus Kahaniyaan,2007,5.7,1443.0,110.0,Drama,0
Ehsaas: The Feeling,2001,5.6,81.0,116.0,Drama,0
Eight: The Power of Shani,2006,4.7,34.0,130.0,Horror,0
Ek Ajnabee,2005,5.2,1485.0,142.0,Action|Crime|Drama,0
Ek Alag Mausam,2003,7.0,42.0,120.0,Drama,0
Ek Aur Ek Gyarah,2003,5.2,1682.0,144.0,Action|Comedy|Crime,0
Ek Chalis Ki Last Local,2007,7.3,4346.0,143.0,Adventure|Comedy|Crime,0
Ek Chhotisi Love Story,2002,2.9,525.0,122.0,Drama,0
Ek Din 24 Ghante,2003,4.0,75.0,95.0,Thriller,0
Ek Haseena Thi Ek Deewana Tha,2017,5.0,87.0,105.0,Drama,0
Ek Hasina Thi (film),2004,7.6,6000.0,120.0,Crime|Drama|Mystery,0
Ek Kahani Julie Ki,2016,0.0,0.0,119.0,Drama,0
Ek Khiladi Ek Haseena (film),2005,5.8,552.0,143.0,Comedy|Crime|Thriller,0
Ek Main Aur Ekk Tu,2012,5.7,6081.0,110.0,Comedy|Drama|Romance,0
Ek Paheli Leela,2015,3.7,1578.0,145.0,Mystery|Romance|Thriller,0
Ek Rishtaa: The Bond of Love,2001,5.0,1418.0,174.0,Drama|Family,0
Ek Se Badhkar Ek (2004 film),2004,4.7,136.0,146.0,Comedy|Thriller,0
Ek Se Bure Do,2009,4.2,43.0,180.0,Action|Comedy|Crime,0
Ek Second... Jo Zindagi Badal De?,2010,3.5,40.0,130.0,Drama|Romance|Thriller,0
Ek Tha Tiger,2012,5.5,26996.0,132.0,Action|Romance|Thriller,0
Ek Thi Daayan,2013,5.7,3628.0,135.0,Horror|Romance|Thriller,0
Ek Thi Rani Aisi Bhi,2013,0.0,0.0,130.0,Biography|History,0
Ek Villain,2014,6.4,14964.0,129.0,Action|Crime|Drama,0
Ek Vivaah... Aisa Bhi,2008,5.3,392.0,132.0,Drama|Romance,0
Ek: The Power of One,2009,4.8,286.0,140.0,Action|Drama|Thriller,0
Ekk Deewana Tha,2012,5.9,2742.0,136.0,Drama|Romance,0
Ekkees Toppon Ki Salaami,2014,6.1,468.0,140.0,Comedy,0
Eklavya: The Royal Guard,2007,6.1,2983.0,105.0,Action|Drama|Thriller,0
Elaan (2005 film),2005,4.4,634.0,159.0,Action|Thriller,0
Encounter: The Killing,2002,6.8,113.0,130.0,Crime|Drama,0
Enemmy,2013,5.1,205.0,130.0,Action|Crime|Drama,0
Enes Batur: Imagination or Reality?,2018,2.0,56000.0,130.0,Comedy,0
English Vinglish,2012,7.8,31107.0,134.0,Comedy|Drama|Family,0
Entertainment (2014 film),2014,4.5,6885.0,140.0,Action|Comedy,0
Epic Movie,2007,2.4,109000.0,86.0,Adventure|Comedy|Fantasy,0
Escape from Taliban,2003,4.5,155.0,166.0,Adventure|Drama|Thriller,0
Eternal Sunshine of the Spotless Mind,2004,8.3,1213.5,130.0,Drama|Romance|Sci-Fi,1
Evening Shadows,2018,7.3,280.0,102.0,Drama,0
F.A.L.T.U,2011,4.6,2758.0,120.0,Comedy|Drama,0
Family (2006 film),2006,5.6,1740.0,150.0,Action|Crime|Drama,0
Family of Thakurganj,2019,9.4,895.0,127.0,Action|Drama,0
Familywala,2014,5.8,57.0,180.0,Comedy|Drama|Romance,0
Fan (film),2016,7.1,39877.0,138.0,Action|Drama|Thriller,0
Fanaa (2006 film),2006,7.2,29219.0,168.0,Drama|Romance,0
Far Cry,2008,3.2,15000.0,95.0,Action|Adventure|Sci-Fi,0
Fareb (2005 film),2005,4.3,148.0,129.0,Drama|Thriller,0
Farz (2001 film),2001,4.3,380.0,130.0,Action|Thriller,0
Fashion (2008 film),2008,6.9,11055.0,167.0,Drama,0
Fatso!,2012,5.7,360.0,98.0,Comedy|Fantasy|Romance,0
Feardotcom,2002,3.4,22000.0,101.0,Crime|Horror|Thriller,0
Ferrari Ki Sawaari,2012,6.4,4693.0,140.0,Comedy|Drama|Family,0
Fever (2016 film),2016,4.7,572.0,123.0,Crime|Mystery,0
Fida,2004,5.5,2224.0,122.0,Action|Crime|Drama,0
Fifty Shades of Black,2016,3.5,23000.0,92.0,Comedy,0
Fight Club,1999,8.8,1213.5,130.0,Drama,1
Fight Club – Members Only,2006,3.2,1260.0,140.0,Action|Crime,0
Filhaal...,2002,5.5,221.0,151.0,Drama|Romance,0
Filmistaan,2012,7.3,3162.0,117.0,Comedy,0
Final Solution (2003 film),2004,8.7,333.0,218.0,Documentary,0
Finding Fanny,2014,5.8,5897.0,102.0,Adventure|Comedy|Drama,0
Firaaq,2008,7.4,1796.0,101.0,Drama|History,0
Firangi,2017,4.5,913.0,158.0,Comedy|Drama,0
Fitoor,2016,5.4,3991.0,131.0,Drama|Romance,0
Flat 211,2017,5.9,64.0,105.0,Crime|Mystery|Thriller,0
Flavors (film),2003,7.2,421.0,118.0,Comedy,0
Foodfight!,2012,1.3,12000.0,91.0,Animation|Action|Adventure,0
Fool & Final,2007,3.3,1713.0,144.0,Action|Comedy|Crime,0
Footpath (2003 film),2003,5.3,712.0,164.0,Action|Crime|Drama,0
Force (2011 film),2011,6.4,6497.0,137.0,Action|Thriller,0
Force 2,2016,6.2,4340.0,127.0,Action|Thriller,0
Forrest Gump,1994,8.8,1213.5,130.0,Drama|Romance,1
Fox (film),2009,5.2,512.0,145.0,Crime|Drama|Mystery,0
Fraud Saiyaan,2019,4.2,504.0,109.0,Comedy|Drama,0
Freaky Ali,2016,4.9,2373.0,120.0,Comedy|Sport,0
Fredrick (film),2016,5.0,12.0,129.0,Action|Thriller,0
From Justin to Kelly,2003,1.9,27000.0,81.0,Comedy|Musical|Romance,0
From Sydney with Love,2012,6.2,68.0,130.0,Comedy|Romance,0
Fruit and Nut (film),2009,3.0,59.0,90.0,Comedy|Crime|Drama,0
FryDay,2018,5.4,658.0,114.0,Comedy,0
Fuddu,2016,5.5,132.0,100.0,Comedy|Drama,0
Fugly (film),2014,4.7,931.0,134.0,Drama|Thriller,0
Fukrey,2013,6.9,9666.0,139.0,Comedy|Drama|Romance,0
Fukrey Returns,2017,6.5,4105.0,141.0,Comedy,0
Fun – Can Be Dangerous Sometimes,2005,3.3,66.0,138.0,Thriller,0
Fun2shh... Dudes in the 10th Century,2003,4.6,738.0,130.0,Comedy,0
G Kutta Se,2017,8.3,45.0,104.0,Drama,0
Gabbar Is Back,2015,7.1,21430.0,128.0,Action,0
Gadar: Ek Prem Katha,2001,7.2,9372.0,170.0,Action|Drama|Romance,0
Gali Guleiyan,2017,7.1,314.0,117.0,Drama|Thriller,0
Game (2011 film),2011,5.1,1786.0,135.0,Action|Crime|Drama,0
Gandhi My Father,2007,7.3,1508.0,136.0,Biography|Drama|History,0
Gang of Ghosts,2014,3.6,320.0,128.0,Comedy|Horror,0
Gangaajal,2003,7.8,14295.0,157.0,Action|Crime|Drama,0
Ganges: River to Heaven,2003,7.4,17.0,79.0,Documentary,0
Gangoobai,2013,7.5,282.0,110.0,Drama|Family,0
Gangs of Wasseypur,2012,8.2,71636.0,321.0,Action|Comedy|Crime,0
Gangs of Wasseypur – Part 2,2012,8.2,71636.0,321.0,Action|Comedy|Crime,0
Gangster (2006 film),2006,7.1,4906.0,123.0,Action|Crime|Drama,0
Garam Masala (2005 film),2005,6.7,12418.0,146.0,Comedy|Romance,0
Garv: Pride & Honour,2004,5.5,3122.0,162.0,Action|Crime|Drama,0
Gattu,2011,7.3,379.0,90.0,Drama,0
Gauri: The Unborn,2007,3.6,101.0,98.0,Drama|Horror|Thriller,0
Gayab,2004,4.2,713.0,138.0,Drama|Fantasy|Thriller,0
Genius (2018 Hindi film),2018,4.6,803.0,165.0,Action|Thriller,0
Ghaav: The Wound,2002,6.5,11.0,130.0,Action|Crime|Drama,0
Ghajini (2008 film),2008,7.3,53086.0,183.0,Action|Drama|Mystery,0
Ghanchakkar (film),2013,5.8,4450.0,137.0,Comedy|Crime|Thriller,0
Ghayal: Once Again,2016,6.4,4707.0,127.0,Action|Drama,0
Ghost (2012 film),2012,2.2,207.0,118.0,Horror,0
Ghost (2019 film),2019,8.7,1379.0,130.0,Horror|Thriller,0
Gigli,2003,2.6,50000.0,121.0,Comedy|Crime|Romance,0
Gippi,2013,5.6,734.0,95.0,Comedy|Drama,0
Girlfriend (2004 film),2004,3.2,321.0,126.0,Drama,0
Gladiator,1994,8.5,1213.5,130.0,Action|Adventure|Drama,1
Glitter,2001,2.4,24000.0,104.0,Drama|Music|Romance,0
Global Baba,2016,5.6,163.0,120.0,Thriller,0
Go (2007 film),2007,2.8,133.0,110.0,Crime|Drama|Romance,0
Go Goa Gone,2013,6.6,10605.0,108.0,Action|Adventure|Comedy,0
Goal (2007 Hindi film),2007,4.9,2157.0,167.0,Drama|Sport,0
Goal! III,2009,3.2,13000.0,96.0,Drama|Romance|Sport,0
God Tussi Great Ho,2008,3.6,3344.0,152.0,Comedy|Drama|Fantasy,0
Going Overboard,1989,1.8,14000.0,99.0,Comedy,0
Gold (2018 film),2018,7.3,10081.0,151.0,Drama|History|Sport,0
Goliyon Ki Raasleela Ram-Leela,2013,6.4,17246.0,150.0,Drama|Musical|Romance,0
Gollu Aur Pappu,2014,4.5,82.0,112.0,Comedy,0
Golmaal Again,2017,4.9,7330.0,140.0,Action|Comedy|Fantasy,0
Golmaal Returns,2008,5.1,6427.0,135.0,Comedy|Crime,0
Golmaal: Fun Unlimited,2006,7.4,13600.0,150.0,Action|Comedy|Drama,0
Gone Kesh,2019,7.1,178.0,110.0,Drama,0
Good Boy Bad Boy,2007,3.7,1541.0,115.0,Comedy|Musical|Romance,0
Good Newwz,2019,6.9,16000.0,134.0,Comedy|Drama|Romance,0
Good Will Hunting,1997,8.3,1213.5,130.0,Drama|Romance,1
Goodfellas,1990,8.7,1213.5,130.0,Biography|Crime|Drama,1
Gori Tere Pyaar Mein,2013,5.0,3250.0,150.0,Comedy|Drama|Romance,0
Gour Hari Dastaan,2015,7.5,435.0,114.0,Biography|Drama,0
Grahan,2001,5.1,73.0,110.0,Crime|Drama,0
Grand Masti,2013,4.3,5423.0,137.0,Comedy|Drama|Romance,0
Grave of the Fireflies,1988,8.5,1213.5,130.0,Animation,1
Great Grand Masti,2016,3.7,2020.0,134.0,Comedy|Drama|Fantasy,0
Green Card Fever,2003,5.9,179.0,100.0,Comedy|Drama|Romance,0
Guddu Ki Gun,2015,4.7,541.0,130.0,Comedy,0
Guddu Rangeela,2015,5.3,800.0,124.0,Comedy|Drama,0
Guest iin London,2017,5.4,1279.0,132.0,Comedy,0
Gulaab Gang,2014,6.1,1973.0,139.0,Action|Drama,0
Gulaal (film),2009,8.1,12799.0,140.0,Crime|Drama|Thriller,0
Gulabi Gang (film),2012,7.5,195.0,96.0,Documentary,0
Gully Boy,2019,8.2,22440.0,153.0,Drama|Music,0
Gumnaam – The Mystery,2008,3.7,72.0,107.0,Crime|Mystery|Romance,0
Gunaah (2002 film),2002,3.3,325.0,135.0,Crime|Drama,0
Gunday,2014,2.7,60000.0,152.0,Action|Drama|Musical,0
Guru (2007 film),2007,7.7,20404.0,166.0,Biography|Drama,0
Guzaarish (film),2010,7.4,15925.0,126.0,Drama,0
Haal-e-Dil,2008,3.4,224.0,124.0,Drama|Romance,0
Haan Maine Bhi Pyaar Kiya,2002,3.7,1146.0,174.0,Drama|Musical|Romance,0
Haasil,2003,7.6,2399.0,160.0,Crime|Drama|Romance,0
Hadh: Life on the Edge of Death,2001,4.5,11.0,130.0,Action|Crime|Drama,0
Hai Apna Dil Toh Awara,2016,6.4,17.0,120.0,Comedy,0
Haider (film),2014,8.1,46912.0,160.0,Action|Crime|Drama,0
Half Girlfriend (film),2017,4.3,5577.0,135.0,Drama|Romance,0
Halkaa,2018,7.2,271.0,114.0,Drama|Family,0
Halla Bol,2008,6.1,2045.0,142.0,Crime|Drama,0
Hamari Adhuri Kahani,2015,6.7,4788.0,129.0,Drama|Romance,0
Hamid (film),2018,7.7,560.0,108.0,Drama,0
Hanuman (2005 film),2005,7.3,494.0,89.0,Animation,0
Happy Bhag Jayegi,2016,6.4,4633.0,126.0,Comedy|Romance,0
Happy Ending (film),2014,5.4,3136.0,135.0,Comedy|Romance,0
Happy Husbands (2011 film),2011,3.6,18.0,134.0,Comedy|Drama,0
Happy New Year (2014 film),2014,5.1,32113.0,180.0,Action|Comedy|Music,0
Happy Phirr Bhag Jayegi,2018,4.5,974.0,136.0,Comedy,0
Haraamkhor,2015,6.4,3144.0,90.0,Drama|Romance,0
Harakiri,1962,8.6,1213.5,130.0,Action|Drama|Mystery,1
Hari Puttar: A Comedy of Terrors,2008,1.9,260.0,90.0,Comedy|Drama|Family,0
Hasee Toh Phasee,2014,6.8,12622.0,141.0,Comedy|Romance,0
Haseena Parkar,2017,4.2,976.0,135.0,Biography|Crime|Thriller,0
Hastey Hastey,2008,2.0,130.0,120.0,Comedy|Drama,0
Hate Story,2012,5.3,3234.0,140.0,Drama|Thriller,0
Hate Story 2,2014,4.4,1903.0,130.0,Drama|Thriller,0
Hate Story 4,2018,3.3,1203.0,131.0,Crime|Drama|Thriller,0
Hathyar (2002 film),2002,5.7,555.0,140.0,Action|Crime|Drama,0
Hattrick (film),2007,4.2,416.0,110.0,Comedy|Drama|Romance,0
Hatya (2004 film),2004,4.4,461.0,131.0,Action|Crime|Drama,0
Haunted – 3D,2011,6.2,1888.0,143.0,Horror|Mystery|Thriller,0
Hava Aney Dey,2004,6.2,101.0,93.0,Drama,0
Hawa (film),2003,3.3,272.0,129.0,Horror|Thriller,0
Hawaa Hawaai,2014,7.4,1560.0,120.0,Drama|Family|Sport,0
Hawaizaada,2015,5.5,1501.0,148.0,Biography|Drama,0
Hawas (2004 film),2004,2.7,195.0,123.0,Drama|Romance|Thriller,0
Hawayein,2003,6.2,143.0,176.0,Drama|Romance,0
Hazaaron Khwaishein Aisi,2003,7.9,4413.0,120.0,Drama,0
Heartless (2014 film),2014,5.2,429.0,131.0,Drama|Family|Romance,0
Helicopter Eela,2018,5.5,796.0,135.0,Drama,0
Hello (2008 film),2008,3.3,1769.0,129.0,Drama|Romance,0
Hello Darling,2010,2.7,100.0,130.0,Comedy|Drama,0
Help (film),2010,4.4,338.0,109.0,Horror|Thriller,0
Hercules in New York,1970,3.3,19000.0,92.0,Adventure|Comedy|Fantasy,0
Hero (2015 Hindi film),2015,3.6,2041.0,145.0,Action|Drama|Musical,0
Heroes (2008 film),2008,5.6,1896.0,139.0,Action|Adventure|Comedy,0
Heroine (2012 film),2012,5.1,3763.0,149.0,Drama,0
Heropanti,2014,5.3,7438.0,146.0,Action|Romance,0
Hey Bro,2015,3.3,119.0,113.0,Action|Comedy|Drama,0
Heyy Babyy,2007,6.0,12013.0,144.0,Comedy|Drama,0
Hichki,2018,7.5,8129.0,116.0,Comedy|Drama,0
High Jack (film),2018,5.2,252.0,102.0,Comedy,0
High and Low,1963,8.4,1213.5,130.0,Crime|Drama|Mystery,1
Highway (2014 Hindi film),2014,7.6,24037.0,133.0,Crime|Drama|Romance,0
Himmatwala (2013 film),2013,1.7,7470.0,150.0,Action|Comedy,0
Hind Ka Napak Ko Jawab: MSG Lion Heart 2,2017,6.8,3960.0,130.0,Action|Comedy,0
Hindi Medium,2017,7.8,18315.0,132.0,Comedy|Drama,0
Hisss,2010,2.9,1462.0,98.0,Comedy|Drama|Horror,0
Hobgoblins,1988,2.2,12000.0,88.0,Comedy|Horror|Sci-Fi,0
Holiday (2006 film),2006,4.7,134.0,130.0,Drama|Musical|Romance,0
Holiday: A Soldier Is Never Off Duty,2014,7.2,23733.0,160.0,Action|Thriller,0
Home Delivery,2005,3.2,549.0,151.0,Comedy|Romance,0
Honeymoon Travels Pvt. Ltd.,2007,6.1,2087.0,118.0,Comedy|Drama|Romance,0
Honour Killing (film),2015,2.3,7.0,130.0,Drama|Romance,0
Hope Aur Hum,2018,6.4,289.0,96.0,Comedy|Drama|Family,0
Horror Story (film),2013,4.3,1424.0,91.0,Horror,0
Hostel (2011 film),2011,5.1,533.0,111.0,Action|Crime|Drama,0
Hotel Salvation,2016,7.1,1487.0,102.0,Comedy|Drama,0
House of the Dead,2003,2.1,38000.0,90.0,Action|Adventure|Horror,0
Housefull (2010 film),2010,5.3,11568.0,144.0,Comedy,0
Housefull 2,2012,5.2,12146.0,145.0,Action|Comedy|Musical,0
Housefull 4,2019,3.3,4572.0,145.0,Action|Comedy|Fantasy,0
Hulchul (2004 film),2004,6.9,5779.0,149.0,Action|Comedy|Drama,0
Hum Chaar,2019,5.6,183.0,143.0,Drama,0
Hum Hai Raahi Car Ke,2013,3.0,135.0,130.0,Comedy|Romance,0
Hum Ho Gaye Aapke,2001,4.1,362.0,168.0,Drama|Musical|Romance,0
Hum Kisise Kum Nahin (2002 film),2002,4.4,1212.0,161.0,Action|Comedy|Drama,0
Hum Pyar Tumhi Se Kar Baithe,2002,5.8,40.0,138.0,Musical|Romance,0
Hum Tum,2004,7.0,12376.0,142.0,Comedy|Drama|Romance,0
Hum Tum Aur Ghost,2010,4.7,613.0,125.0,Comedy|Drama|Fantasy,0
Hum Tum Shabana,2011,3.7,270.0,126.0,Comedy|Crime|Drama,0
Hum Tumhare Hain Sanam,2002,5.4,6040.0,174.0,Drama|Romance,0
Hume Tumse Pyaar Kitna,2019,7.4,85.0,91.0,Action|Drama|Romance,0
Humko Deewana Kar Gaye,2006,5.2,3709.0,155.0,Drama|Romance,0
Humko Tumse Pyaar Hai,2006,4.8,488.0,128.0,Drama|Romance,0
Humne Jeena Seekh Liya,2007,7.0,43.0,149.0,Drama,0
Humpty Sharma Ki Dulhania,2014,6.0,10065.0,133.0,Comedy|Drama|Romance,0
Humraaz,2002,6.3,2729.0,173.0,Action|Musical|Romance,0
Humsafar,2011,9.0,2968.0,35.0,Drama|Romance,0
Humshakals,2014,1.8,7216.0,159.0,Comedy,0
Hungama (2003 film),2003,7.5,11388.0,153.0,Comedy|Drama|Romance,0
